id,full_name,email,phone_number,gender,country,city,address,job_title,department,company_name,product_category,feedback_text,status,notes
78,Sophia Singh,sophia.singh991@GMAIL.COM,+91-39221-44800,,US,delhi,,Sales Executive,Human Resources,ACME AND CO,Home & Kitchen,,ACTIVE,Follow up next week
109,Meera Singh,,,female,usa,Mumbai,"255 MG Road, Flat 3",Data Analyst,HR,Acme and Co,sports and fitness,product was  okay...delivery was LATE,active,VIP customer
9,EMMA JOHNSON,  emma.johnson@GMAIL.COM  ,+91-73537-99075,,INDIA,London,  490 Park Street  ,marketing specialist,SALES,Tech Solutions Inc,sports and fitness,"  Excellent quality, highly recommend!  ",INACTIVE,none
88,"Reddy, Olivia",invalid.email,3836209915,,Australia,Mumbai,,Software Engineer,sales,Global Traders Pvt. Ltd.,Home & Kitchen,Bad experience :( customer support unhelpful,Active,No notes
136,  Sophia  Nair  ,,883.101.0793,male,U.S.A,bangalore,,,Human Resources,Acme and Co,Home & Kitchen,great   service will buy again,,vip customer!!
33,John-Chopra,,,M,,Bengaluru,  843 Park Street  ,Product Manager,SALES,ACME AND CO,beauty,Not satisfied &amp; want refund,pending,follow-up needed
97,John Nair.,john.nair936@company.co.in,,,australia,,,Data Analyst,,,Clothing,"Great service, will buy again!!!",Pending,-
93,  Arjun  Lewis  ,arjun..lewisATgmail,,Other,US,New Delhi,,product manager,product,bright future llc,Sports & Fitness,excellent quality highly recommend,A,Pending review
24,  Priya  Malhotra  ,priya..malhotra@GMAIL.COM,685.356.0688,,IN,mumbai,  462 Park Street  ,PRODUCT MANAGER,,Tech Solutions Inc.,home and kitchen,GREAT SERVICE!!! WILL BUY AGAIN,I,Pending review
125,Liam Chopra,liam.chopra206@gmail,940.924.8454,Female,australia,MUMBAI,  880 Park Street  ,Data Analyst,Product,,Books,Bad experience :( customer support unhelpful,inactive,Follow up next week
55,Aarav   Iyer,invalid.email,+91-63932-17654,F,usa,London,,SALES EXECUTIVE,product,Tech Solutions Inc.,Beauty,excellent quality highly recommend,,No notes
13,  Karan  Anderson  ,karan..andersonAToutlookDOTcom,,M,UK,bangalore,"991 MG Road, Flat 3",Marketing Specialist,,TECH SOLUTIONS INC,clothing,GREAT SERVICE!!! WILL BUY AGAIN,INACTIVE,VIP customer
65,Vikram   Wilson,vikram...wilson105@gmail,+91-73206-00113,M,,Mumbai,,data analyst,engineering,ACME AND CO,home and kitchen,,active,-
56,John   Sharma,john...sharma930@outlook.com,,Other,US,toronto,812 park street.,,SALES,Global Traders Pvt. Ltd.,beauty,"Product was okay, delivery was late.",,FOLLOW UP REQUIRED
107,Emma Wilson,emma.wilson362@gmail,,Male,australia,Bangalore,"811 MG Road, Apt 4B",product manager,hr,TECH SOLUTIONS INC,Books,,,No notes
106,Isabella   Verma,isabella...verma@GMAIL.COM,009.374.1261,other,INDIA,NYC,862 park street.,Software Engineer,Sales,Tech Solutions Inc,clothing,Not satisfied &amp; want refund,Pending,none
40,"Isabella, Nair",  isabella..nair@GMAIL.COM  ,0682651233,Other,india,new york,,PRODUCT MANAGER,Product,Acme and Co,clothing,Not satisfied and want a refund,INACTIVE,No notes
101,  Aarav  Brown  ,  aarav..brown@yahoo.com  ,821.495.6255,female,USA,NYC,"858 MG Road, Suite 12",SR SOFTWARE ENGINEER,finance,Tech Solutions Inc.,Clothing,"  Excellent quality, highly recommend!  ",INACTIVE,pending  review
43,William Iyer.,  william.iyer@yahoo.com  ,2624562418,,Canada,Toronto,,Marketing Specialist,Finance,Acme and Co,sports and fitness,Not satisfied &amp; want refund,pending,FOLLOW UP REQUIRED
67,Noah Chopra.,noah.chopra287@yahoo.com,995.902.9496,F,CANADA,London,463 park street.,Software Engineer,SALES,Acme and Co,CLOTHING,Not satisfied and want a refund,ACTIVE,vip customer!!
19,James   Verma,james...verma@gmail.com,03198296572,,USA,mumbai,,Data Analyst,Engineering,StartUp Hub,clothing,great   service will buy again,Active,Follow up next week
92,Liam Lewis.,invalid.email,656.116.5836,FEMALE,U.K.,NYC,,Software Engineer,SALES,,home and kitchen,"Product was okay, delivery was late.",ACTIVE,follow-up needed
10,  Anjali  Reddy  ,invalid.email,7299752882,Male,INDIA,,  445 Park Street  ,Data  Analyst,Engineering,Acme and Co,Clothing,product was  okay...delivery was LATE,Pending,
98,sophia.reddy,  sophia.reddy@gmail  ,,,,New Delhi,,Sales Executive,HR,StartUp Hub,Sports & Fitness,,Inactive,FOLLOW UP REQUIRED
30,Divya-Chopra,invalid.email,7923760926,MALE,India,bangalore,  727 Park Street  ,Marketing Specialist,product,startup hub,books,,active,follow-up needed
81,Priya-Verma,priya-verma@company.co.in,8091418063,Female,INDIA,New York,,,Sales,Tech Solutions Inc,beauty,Bad experience :( customer support unhelpful,Pending,FOLLOW UP REQUIRED
111,"Wilson, John",  wilson..john@yahoo.com  ,03522307676,M,IN,bangalore,,HR Executive,ENGINEERING,Acme & Co.,ELECTRONICS,Bad experience :( customer support unhelpful,ACTIVE,-
91,James Reddy.,,746.947.1369,F,U.K.,London,  23 Park Street  ,Sr. Software Engineer,hr,TECH SOLUTIONS INC,Sports & Fitness,Not satisfied and want a refund,ACTIVE,Follow up next week
4,Rohan-Verma,,,Male,US,New York,,Sr. Software Engineer,hr,global traders pvt ltd,sports and fitness,excellent quality highly recommend,Inactive,FOLLOW UP REQUIRED
64,Anjali   Verma,,,Male,Australia,mumbai,,Marketing Specialist,product,Tech Solutions Inc,Electronics,bad experience customer support UNHELPFUL,INACTIVE,vip customer!!
124,Vikram   Chopra,vikram...chopra@gmail.com,,,,Bengaluru,  7 Park Street  ,hr executive,,Bright Future LLC,clothing,Bad experience :( customer support unhelpful,inactive,VIP customer
57,William Patel.,william.patel@company.co.in,04660016659,male,usa,New York,,Product Manager,finance,global traders pvt ltd,Clothing,GREAT SERVICE!!! WILL BUY AGAIN,ACTIVE,
94,  William  Nair  ,invalid.email,+91-18460-92406,,U.S.A,New Delhi,"329 MG Road, ",Sr. Software Engineer,Finance,,Books,"Product was okay, delivery was late.",active,none
112,Emma Anderson.,,175.244.8024,,India,Delhi,,PRODUCT MANAGER,Human Resources,Acme & Co.,clothing,,Active,FOLLOW UP REQUIRED
28,  Priya  Malhotra  ,invalid.email,611.148.9364,other,India,Mumbai,286 park street.,Product Manager,,Bright Future LLC,clothing,excellent quality highly recommend,A,Follow up next week
5,Sophia   Chopra,sophia...chopraATyahooDOTcom,(321) 223-3079,Female,U.K.,Mumbai,,HR Executive,HR,startup hub,electronics,"  Excellent quality, highly recommend!  ",,
103,Anjali-Brown,,unknown,Other,USA,London,"985 MG Road, Apt 4B",HR Executive,sales,bright future llc,Beauty,Not satisfied &amp; want refund,I,No notes
44,"John, Gupta",invalid.email,(048) 449-5003,Female,Australia,london,  918 Park Street  ,SALES EXECUTIVE,marketing,bright future llc,electronics,"Great service, will buy again!!!",Active,Follow up next week
61,  Isabella  Sharma  ,,9747566125,Male,india,new york,,Data Analyst,engineering,Acme & Co.,Beauty,bad experience customer support UNHELPFUL,ACTIVE,
140,LIAM BROWN,,,F,Australia,New York,  344 Park Street  ,Sr. Software Engineer,Finance,Global Traders Pvt. Ltd.,beauty,Bad experience :( customer support unhelpful,Active,-
49,  Anjali  Johnson  ,anjali..johnson30@company.co.in,+91-02010-19538,,CANADA,Bangalore,"253 MG Road, ",software engineer,ENGINEERING,,Books,"  Excellent quality, highly recommend!  ",active,FOLLOW UP REQUIRED
21,meera.verma,  meera.verma@gmail.com  ,05449920707,,INDIA,Delhi,,PRODUCT MANAGER,product,global traders pvt ltd,beauty,-,active,VIP customer
36,aarav.wilson,aarav.wilson@outlook.com,,Other,U.S.A,Toronto,,Software Engineer,Human Resources,StartUp Hub,Sports & Fitness,"Product was okay, delivery was late.",Active,
51,Rohan-Walker,rohan-walker447@GMAIL.COM,,other,Canada,,  291 Park Street  ,Product Manager,,TECH SOLUTIONS INC,Home & Kitchen,bad experience customer support UNHELPFUL,active,pending  review
58,"Wilson, Karan",,02567482753,,CANADA,delhi,,product manager,Finance,Acme & Co.,Books,Not satisfied &amp; want refund,I,pending  review
68,  Meera  Singh  ,,875.818.8763,Female,india,London,,Software Engineer,finance,global traders pvt ltd,ELECTRONICS,excellent quality highly recommend,inactive,
105,arjun.wilson,  arjun.wilson@gmail  ,(891) 899-1617,Other,INDIA,,,data analyst,Marketing,bright future llc,,-,active,FOLLOW UP REQUIRED
102,ANJALI MALHOTRA,  anjali.malhotra@GMAIL.COM  ,,Male,india,,,software engineer,Product,ACME AND CO,ELECTRONICS,"  Excellent quality, highly recommend!  ",Active,No notes
54,SNEHA REDDY,  sneha.reddy@GMAIL.COM  ,unknown,FEMALE,india,Mumbai,,PRODUCT MANAGER,product,Tech Solutions Inc.,home and kitchen,product was  okay...delivery was LATE,pending,none
79,"Sneha, Anderson",,(411) 162-8933,,australia,London,,marketing specialist,engineering,Global Traders Pvt. Ltd.,electronics,-,inactive,
30,Divya-Chopra,invalid.email,7923760926,MALE,India,bangalore,  727 Park Street  ,Marketing Specialist,product,startup hub,books,,active,follow-up needed
116,  Emma  Singh  ,,,MALE,United Kingdom,Mumbai,,Marketing Specialist,Finance,Tech Solutions Inc.,clothing,Bad experience :( customer support unhelpful,INACTIVE,Pending review
27,Vikram   Verma,,+91-79701-68773,MALE,USA,bangalore,,Sales Executive,ENGINEERING,Bright Future LLC,electronics,"Great service, will buy again!!!",ACTIVE,
101,  Aarav  Brown  ,  aarav..brown@yahoo.com  ,821.495.6255,female,USA,NYC,"858 MG Road, Suite 12",SR SOFTWARE ENGINEER,finance,Tech Solutions Inc.,Clothing,"  Excellent quality, highly recommend!  ",INACTIVE,pending  review
66,"Sophia, Wilson",sophia..wilson@company.co.in,(000) 009-1644,FEMALE,india,new york,  482 Park Street  ,Data Analyst,Human Resources,ACME AND CO,Home&Kitchen,bad experience customer support UNHELPFUL,INACTIVE,pending  review
26,John Iyer.,invalid.email,3066683645,FEMALE,UK,NYC,  95 Park Street  ,Marketing Specialist,finance,StartUp Hub,beauty,Not satisfied and want a refund,Inactive,
120,SOPHIA CLARK,,07153314204,male,india,Delhi,,hr executive,Sales,Tech Solutions Inc.,books,,Active,No notes
47,"Wilson, Priya",,+91-67172-31430,female,UK,mumbai,,product manager,sales,StartUp Hub,Clothing,great   service will buy again,Pending,Follow up next week
96,Priya Brown,priya.brownATgmail,,,UK,london,"687 MG Road, Suite 12",PRODUCT MANAGER,engineering,bright future llc,electronics,"Product was okay, delivery was late.",,follow-up needed
14,john.taylor,john.taylor327@yahoo.com,05058770658,Other,IN,Bangalore,"941 MG Road, ",Sr. Software Engineer,Sales,Acme and Co,electronics,,ACTIVE,-
38,Meera Taylor,invalid.email,unknown,M,Australia,Bangalore,592 park street.,Sales Executive,hr,TECH SOLUTIONS INC,Electronics,"Great service, will buy again!!!",Pending,FOLLOW UP REQUIRED
73,aarav.anderson,,,female,United Kingdom,New Delhi,  644 Park Street  ,HR Executive,marketing,startup hub,electronics,GREAT SERVICE!!! WILL BUY AGAIN,I,VIP customer
60,ANJALI HALL,invalid.email,04373817181,F,usa,bangalore,,Sales Executive,HR,startup hub,,"Product was okay, delivery was late.",I,FOLLOW UP REQUIRED
29,Meera Verma,,unknown,female,CANADA,Delhi,,Sr. Software Engineer,Marketing,global traders pvt ltd,Clothing,product was  okay...delivery was LATE,A,
82,  Sneha  Clark  ,sneha..clarkATyahooDOTcom,944.318.4799,,CANADA,Delhi,,PRODUCT MANAGER,,global traders pvt ltd,Books,"Great service, will buy again!!!",A,
137,"Iyer, Divya",iyer..divya839@company.co.in,,male,australia,Bengaluru,,marketing specialist,engineering,Tech Solutions Inc,clothing,GREAT SERVICE!!! WILL BUY AGAIN,Pending,No notes
42,William Gupta,william.guptaATgmail,201.913.2742,male,Canada,delhi,629 park street.,Sales Executive,HR,Acme and Co,,"Product was okay, delivery was late.",pending,-
115,"Meera, Lewis",meera..lewis@gmail,(884) 240-8715,,usa,London,,Data Analyst,Human Resources,Tech Solutions Inc.,Clothing,excellent quality highly recommend,ACTIVE,-
90,  James  Smith  ,james..smith@company.co.in,unknown,Male,india,New Delhi,"912 MG Road, Flat 3",Sales Executive,engineering,bright future llc,clothing,"Product was okay, delivery was late.",A,Follow up next week
48,arjun.iyer,arjun.iyer@GMAIL.COM,3659368778,Male,Australia,New Delhi,,Sr. Software Engineer,hr,TECH SOLUTIONS INC,electronics,"Great service, will buy again!!!",active,follow-up needed
119,Liam Smith,  liam.smith@gmail  ,0028939610,female,IN,Bangalore,,marketing specialist,Engineering,TECH SOLUTIONS INC,clothing,bad experience customer support UNHELPFUL,Pending,FOLLOW UP REQUIRED
1,John   Singh,john...singh50@company.co.in,unknown,male,usa,MUMBAI,,SR SOFTWARE ENGINEER,marketing,StartUp Hub,electronics,Bad experience :( customer support unhelpful,pending,Pending review
123,Arjun Wilson.,arjun.wilsonATgmail,,MALE,U.S.A,bangalore,,software engineer,SALES,Global Traders Pvt. Ltd.,Sports & Fitness,,INACTIVE,follow-up needed
20,Emma   Patel,emma...patel572@outlook.com,+91-08374-07188,,IN,toronto,  867 Park Street  ,Data  Analyst,marketing,startup hub,beauty,"  Excellent quality, highly recommend!  ",INACTIVE,follow-up needed
95,Rohan-Iyer,,,F,India,Toronto,,SR SOFTWARE ENGINEER,hr,Acme and Co,Home & Kitchen,product was  okay...delivery was LATE,pending,none
37,vikram.verma,invalid.email,3056529413,FEMALE,,MUMBAI,,Data Analyst,ENGINEERING,StartUp Hub,Home&Kitchen,Not satisfied and want a refund,Inactive,Pending review
63,MEERA SINGH,,868.906.4100,FEMALE,india,,,Sr. Software Engineer,Marketing,Tech Solutions Inc.,beauty,bad experience customer support UNHELPFUL,ACTIVE,follow-up needed
62,"Emma, Smith",,,FEMALE,CANADA,new york,519 park street.,Data  Analyst,,,Home & Kitchen,Not satisfied &amp; want refund,A,
129,Meera   Lewis,meera...lewisATgmail,(044) 366-8443,Male,US,NYC,,Data Analyst,Finance,,books,"Product was okay, delivery was late.",I,none
117,Divya-Sharma,,633.535.6447,other,U.S.A,toronto,  978 Park Street  ,PRODUCT MANAGER,sales,Tech Solutions Inc,books,"Great service, will buy again!!!",I,
11,"Chopra, John",  chopra..john@outlook.com  ,  0579868282  ,Other,India,Toronto,  624 Park Street  ,data analyst,HR,global traders pvt ltd,Home & Kitchen,excellent quality highly recommend,Active,
84,"Patel, Emma",,+91-26552-39948,,,delhi,"804 MG Road, ",Software Engineer,Product,,Home & Kitchen,"  Excellent quality, highly recommend!  ",INACTIVE,vip customer!!
39,Liam Gupta.,  liam.gupta@company.co.in  ,254.282.1167,Female,USA,mumbai,,Marketing Specialist,ENGINEERING,startup hub,Home&Kitchen,bad experience customer support UNHELPFUL,A,vip customer!!
87,Emma   Clark,invalid.email,+91-23676-79958,M,Canada,new york,,data analyst,Human Resources,StartUp Hub,Books,,inactive,
80,Divya   Smith,divya...smith@gmail,,male,U.S.A,MUMBAI,,Software Engineer,marketing,TECH SOLUTIONS INC,Beauty,Not satisfied and want a refund,I,No notes
7,"Isabella, Johnson",,,,U.S.A,,,hr executive,HR,startup hub,Electronics,-,Pending,-
8,"Chopra, Rohan",  chopra..rohan@yahoo.com  ,unknown,,usa,Delhi,"531 MG Road, Flat 3",Software Engineer,Sales,global traders pvt ltd,CLOTHING,"Product was okay, delivery was late.",pending,
72,Priya Lewis,,,,INDIA,toronto,"332 MG Road, Suite 12",hr executive,,Global Traders Pvt. Ltd.,Home&Kitchen,"  Excellent quality, highly recommend!  ",A,
46,"Emma, Hall",invalid.email,732.000.8062,M,india,Bangalore,  146 Park Street  ,,Product,bright future llc,Home&Kitchen,excellent quality highly recommend,Inactive,follow-up needed
114,Arjun Anderson,arjun.anderson@gmail.com,950.695.2102,M,IN,NYC,,Data Analyst,SALES,Acme & Co.,CLOTHING,,I,
134,  Meera  Verma  ,meera..vermaATyahooDOTcom,+91-73552-14187,,INDIA,Bengaluru,"610 MG Road, Flat 3",software engineer,Human Resources,Global Traders Pvt. Ltd.,home and kitchen,Not satisfied and want a refund,pending,
50,Karan Malhotra.,karan.malhotra@yahoo.com,00544055987,other,India,london,"32 MG Road, Flat 3",hr executive,,startup hub,electronics,excellent quality highly recommend,pending,
86,john.hall,john.hallATyahooDOTcom,unknown,Other,Australia,London,,hr executive,product,Tech Solutions Inc.,ELECTRONICS,excellent quality highly recommend,A,follow-up needed
89,"Karan, Reddy",karan..reddy@gmail,  8829369122  ,Other,INDIA,Mumbai,,SALES EXECUTIVE,product,bright future llc,Beauty,-,Active,No notes
52,Sophia Patel.,sophia.patelATyahooDOTcom,  6160534468  ,M,CANADA,New Delhi,,software engineer,Finance,bright future llc,books,excellent quality highly recommend,ACTIVE,
121,"Malhotra, Sophia",malhotra..sophiaATyahooDOTcom,unknown,M,India,New Delhi,,Marketing Specialist,marketing,Acme & Co.,Home & Kitchen,great   service will buy again,pending,
6,Liam   Brown,liam...brownAToutlookDOTcom,6031372159,male,India,bangalore,,Software Engineer,ENGINEERING,Acme & Co.,sports and fitness,GREAT SERVICE!!! WILL BUY AGAIN,,-
100,Noah Anderson.,invalid.email,,F,,Delhi,"803 MG Road, Suite 12",PRODUCT MANAGER,Sales,StartUp Hub,clothing,great   service will buy again,ACTIVE,none
104,Vikram Malhotra.,,unknown,female,usa,Toronto,  117 Park Street  ,Data  Analyst,Human Resources,Acme & Co.,CLOTHING,bad experience customer support UNHELPFUL,active,
118,"Anjali, Smith",anjali..smith594@GMAIL.COM,(350) 726-2401,Male,USA,New York,  100 Park Street  ,Sales Executive,finance,Tech Solutions Inc,Beauty,Not satisfied &amp; want refund,,No notes
138,  Vikram  Johnson  ,  vikram..johnson@GMAIL.COM  ,+91-51070-78519,MALE,india,NYC,,hr executive,hr,,,bad experience customer support UNHELPFUL,I,FOLLOW UP REQUIRED
35,Sneha-Malhotra,sneha-malhotra@yahoo.com,05443732332,other,US,new york,,,marketing,StartUp Hub,Home & Kitchen,bad experience customer support UNHELPFUL,I,Follow up next week
23,Ava   Anderson,  ava...anderson@yahoo.com  ,+91-65651-50556,MALE,India,New York,,Sr. Software Engineer,Finance,Global Traders Pvt. Ltd.,CLOTHING,,Active,-
59,Isabella Gupta.,isabella.gupta@GMAIL.COM,6019528590,MALE,IN,New York,  593 Park Street  ,data analyst,product,ACME AND CO,home and kitchen,"Product was okay, delivery was late.",INACTIVE,
77,  Arjun  Iyer  ,arjun..iyer@gmail,+91-02599-05878,male,Canada,New Delhi,,software engineer,sales,Tech Solutions Inc,,"  Excellent quality, highly recommend!  ",Pending,Follow up next week
41,"Noah, Clark",noah..clark24@GMAIL.COM,+91-97737-97276,male,USA,NYC,,,engineering,Tech Solutions Inc.,home and kitchen,great   service will buy again,inactive,
12,"Clark, William",,  1803340187  ,Male,IN,Toronto,,,,Bright Future LLC,clothing,,Pending,-
25,Meera-Malhotra,,+91-46347-86122,MALE,,New Delhi,,Data Analyst,Marketing,Acme & Co.,ELECTRONICS,GREAT SERVICE!!! WILL BUY AGAIN,inactive,VIP customer
2,"Verma, Divya",verma..divyaATGMAILDOTCOM,281.948.2199,female,INDIA,MUMBAI,,marketing specialist,SALES,global traders pvt ltd,beauty,Not satisfied &amp; want refund,Inactive,
139,"Meera, Verma",  meera..verma@company.co.in  ,668.498.1143,MALE,australia,New Delhi,,software engineer,finance,StartUp Hub,sports and fitness,-,,No notes
3,Divya-Gupta,divya-gupta@gmail,,F,india,MUMBAI,712 park street.,SALES EXECUTIVE,product,Tech Solutions Inc,ELECTRONICS,product was  okay...delivery was LATE,I,none
53,  Sophia  Smith  ,,04932573834,,USA,bangalore,,,Finance,TECH SOLUTIONS INC,clothing,Not satisfied &amp; want refund,A,-
76,ANJALI NAIR,invalid.email,7423293943,male,Australia,mumbai,,SALES EXECUTIVE,ENGINEERING,Tech Solutions Inc.,Beauty,,I,FOLLOW UP REQUIRED
74,Noah-Singh,  noah-singh@outlook.com  ,,FEMALE,,Bangalore,,Data  Analyst,,Acme and Co,Home & Kitchen,product was  okay...delivery was LATE,A,
52,Sophia Patel.,sophia.patelATyahooDOTcom,  6160534468  ,M,CANADA,New Delhi,,software engineer,Finance,bright future llc,books,excellent quality highly recommend,ACTIVE,
127,"Aarav, Patel",,6672176728,,usa,Delhi,697 park street.,HR Executive,finance,,beauty,great   service will buy again,active,
99,vikram.walker,,01862297631,Male,Canada,toronto,918 park street.,PRODUCT MANAGER,Marketing,Tech Solutions Inc,Books,"  Excellent quality, highly recommend!  ",active,FOLLOW UP REQUIRED
17,"Wilson, Olivia",invalid.email,4335326502,male,UK,london,,,sales,bright future llc,clothing,,Inactive,Follow up next week
75,arjun.iyer,arjun.iyer@gmail.com,(620) 420-7858,FEMALE,India,,"294 MG Road, ",marketing specialist,Marketing,Acme and Co,Home&Kitchen,GREAT SERVICE!!! WILL BUY AGAIN,ACTIVE,VIP customer
83,"Clark, Karan",invalid.email,06052358574,MALE,U.K.,mumbai,"791 MG Road, Apt 4B",hr executive,product,StartUp Hub,electronics,excellent quality highly recommend,INACTIVE,
